id,items
5969,"['yogurt cake', 'herb & pepper', 'frozen smoothie', 'salmon', 'tomato sauce', 'ground beef']"
5970,"['spaghetti', 'eggs', 'shrimp', 'tomatoes']"
5971,"['spinach', 'melons']"
5972,"['soup', 'energy bar', 'mint', 'cake']"
5973,"['spaghetti', 'herb & pepper', 'pancakes', 'turkey', 'green tea']"
5974,"['pancakes', 'olive oil', 'butter']"
5975,"['mineral water', 'low fat yogurt', 'energy drink', 'french fries']"
5976,"['low fat yogurt', 'cake', 'pancakes', 'cookies']"
5977,"['soup', 'mineral water', 'magazines', 'escalope', 'french fries']"
5978,"['mineral water', 'hot dogs', 'cottage cheese', 'green tea', 'champagne']"
5979,"['shrimp', 'white wine', 'extra dark chocolate', 'oil', 'light mayo']"
5980,"['mineral water', 'asparagus', 'escalope', 'eggplant']"
5981,"['oil', 'light mayo']"
5982,"['ham', 'red wine', 'whole wheat rice']"
5983,['yogurt cake']
5984,['escalope']
5985,['muffins']
5986,['spaghetti']
5987,"['blueberries', 'herb & pepper', 'olive oil']"
5988,"['salad', 'green beans', 'green tea']"
5989,"['spaghetti', 'mineral water', 'herb & pepper', 'cake', 'frozen smoothie', 'pancakes', 'shrimp', 'mushroom cream sauce', 'ground beef', 'gums', 'whole weat flour', 'milk', 'french fries', 'bug spray', 'chicken']"
5990,"['burgers', 'shrimp']"
5991,"['chocolate', 'escalope']"
5992,['frozen vegetables']
5993,"['spaghetti', 'mineral water', 'meatballs', 'milk', 'avocado', 'chicken', 'carrots']"
5994,['ground beef']
5995,"['avocado', 'chocolate', 'frozen smoothie']"
5996,"['energy drink', 'strawberries']"
5997,"['soup', 'mineral water', 'pepper', 'french fries']"
5998,"['spaghetti', 'mineral water', 'ground beef', 'chocolate', 'tomatoes', 'cooking oil']"
5999,['french fries']
6000,['yams']
6001,['cookies']
6002,"['energy drink', 'champagne', 'french fries']"
6003,"['cookies', 'oil']"
6004,['frozen vegetables']
6005,['french fries']
6006,"['soup', 'chocolate']"
6007,"['spaghetti', 'yams', 'pancakes', 'salmon', 'light cream', 'bug spray', 'avocado', 'chicken']"
6008,"['avocado', 'zucchini']"
6009,"['spaghetti', 'cake', 'frozen smoothie', 'burgers', 'cottage cheese', 'green grapes']"
6010,"['pancakes', 'flax seed', 'cake']"
6011,"['whole wheat rice', 'french fries']"
6012,['tomatoes']
6013,"['low fat yogurt', 'hot dogs', 'frozen smoothie', 'chocolate', 'french fries']"
6014,['green tea']
6015,"['burgers', 'sandwich']"
6016,"['chocolate', 'mineral water', 'salmon']"
6017,['french fries']
6018,"['mineral water', 'salmon', 'milk']"
6019,"['energy drink', 'pancakes', 'cake']"
6020,"['soup', 'mineral water', 'pancakes', 'shrimp', 'chocolate', 'green tea', 'milk', 'french fries', 'frozen vegetables']"
6021,['muffins']
6022,"['antioxydant juice', 'mineral water', 'butter', 'spinach', 'extra dark chocolate', 'sparkling water', 'light mayo']"
6023,"['mineral water', 'honey', 'milk', 'avocado']"
6024,"['turkey', 'parmesan cheese']"
6025,"['champagne', 'shrimp', 'oil']"
6026,"['low fat yogurt', 'chocolate', 'milk', 'french fries']"
6027,"['brownies', 'milk', 'tomato juice']"
6028,"['eggs', 'tomato juice', 'escalope']"
6029,"['french fries', 'escalope', 'frozen smoothie']"
6030,"['mineral water', 'pepper', 'cake', 'fromage blanc', 'oil']"
6031,"['antioxydant juice', 'low fat yogurt', 'honey', 'meatballs']"
6032,"['eggs', 'turkey', 'barbecue sauce', 'salt', 'babies food', 'cookies', 'avocado']"
6033,"['hand protein bar', 'green grapes']"
6034,"['shrimp', 'tomatoes', 'milk', 'french fries', 'muffins', 'frozen vegetables']"
6035,"['soup', 'spaghetti', 'mineral water', 'pancakes', 'magazines', 'nonfat milk', 'extra dark chocolate', 'frozen vegetables']"
6036,"['mint', 'cake', 'french wine', 'sparkling water']"
6037,['olive oil']
6038,"['chocolate', 'grated cheese', 'champagne']"
6039,"['honey', 'pepper', 'tomato juice']"
6040,"['vegetables mix', 'mineral water', 'low fat yogurt', 'honey', 'french wine', 'soda', 'tomato juice', 'sandwich', 'tomatoes', 'hand protein bar', 'frozen vegetables']"
6041,['spaghetti']
6042,"['spaghetti', 'whole wheat rice', 'frozen smoothie', 'pancakes', 'burgers', 'champagne', 'light mayo']"
6043,['pancakes']
6044,['french fries']
6045,"['vegetables mix', 'milk', 'french fries']"
6046,"['cookies', 'tomatoes']"
6047,"['pancakes', 'chocolate', 'green tea', 'french fries']"
6048,['escalope']
6049,['salmon']
6050,['protein bar']
6051,"['pancakes', 'chocolate', 'green tea', 'french fries', 'body spray']"
6052,['spaghetti']
6053,"['strawberries', 'chocolate', 'milk', 'cooking oil']"
6054,"['brownies', 'whole weat flour']"
6055,"['whole wheat rice', 'milk', 'cider', 'frozen vegetables']"
6056,"['mineral water', 'whole wheat rice', 'low fat yogurt']"
6057,"['shrimp', 'french fries']"
6058,"['fresh bread', 'spaghetti', 'whole wheat rice', 'cereals', 'shrimp', 'parmesan cheese', 'chocolate', 'tomatoes']"
6059,"['vegetables mix', 'spaghetti', 'shrimp', 'escalope', 'rice', 'cookies']"
6060,['grated cheese']
6061,"['milk', 'frozen smoothie', 'french fries']"
6062,"['mineral water', 'herb & pepper', 'hot dogs', 'eggs', 'ground beef', 'chocolate', 'frozen vegetables']"
6063,['green tea']
6064,"['fresh bread', 'olive oil']"
6065,"['spaghetti', 'whole wheat rice']"
6066,['chicken']
6067,"['mineral water', 'yams', 'french fries']"
6068,"['eggs', 'olive oil', 'chocolate', 'frozen vegetables']"
6069,"['mineral water', 'muffins']"
6070,['cookies']
6071,"['mineral water', 'cake', 'french fries', 'milk', 'champagne', 'frozen vegetables']"
6072,"['tomato juice', 'strawberries']"
6073,"['mineral water', 'pancakes', 'cottage cheese', 'frozen vegetables']"
6074,['champagne']
6075,"['mineral water', 'green tea']"
6076,['cookies']
6077,"['soup', 'energy bar', 'spaghetti', 'cake', 'brownies', 'tomatoes', 'french fries', 'frozen vegetables']"
6078,"['vegetables mix', 'herb & pepper', 'yams', 'honey', 'eggs', 'olive oil', 'chocolate', 'black tea', 'rice', 'green tea', 'avocado']"
6079,"['whole weat flour', 'mayonnaise', 'tomato juice']"
6080,"['hot dogs', 'yams', 'frozen smoothie']"
6081,"['spaghetti', 'mineral water']"
6082,"['shrimp', 'light cream', 'flax seed']"
6083,['olive oil']
6084,"['red wine', 'spaghetti', 'honey', 'eggs', 'pancakes', 'shrimp', 'magazines', 'ground beef', 'cottage cheese', 'cookies', 'muffins']"
6085,"['chocolate', 'french fries']"
6086,"['vegetables mix', 'fresh bread', 'cake', 'brownies', 'cottage cheese', 'green tea', 'nonfat milk', 'green grapes', 'cookies']"
6087,"['frozen smoothie', 'honey', 'light cream', 'tomato juice']"
6088,"['cookies', 'carrots', 'cake']"
6089,['escalope']
6090,"['almonds', 'frozen smoothie', 'olive oil', 'green tea', 'milk', 'french fries', 'protein bar', 'frozen vegetables']"
6091,"['mineral water', 'whole wheat rice', 'frozen smoothie', 'burgers', 'black tea', 'frozen vegetables']"
6092,['french fries']
6093,['eggs']
6094,"['chocolate', 'butter']"
6095,['cookies']
6096,"['mineral water', 'flax seed', 'eggs', 'escalope', 'ground beef', 'brownies', 'frozen vegetables']"
6097,"['carrots', 'tomato juice', 'oil']"
6098,['eggs']
6099,"['mineral water', 'honey', 'eggs', 'shrimp', 'frozen vegetables']"
6100,"['whole wheat pasta', 'milk']"
6101,"['herb & pepper', 'shrimp', 'tomato juice', 'ground beef', 'rice', 'babies food', 'cookies']"
6102,"['eggs', 'shrimp', 'strawberries', 'green tea']"
6103,"['turkey', 'cake', 'french fries']"
6104,"['mineral water', 'almonds', 'eggs', 'green tea']"
6105,"['spaghetti', 'pepper', 'herb & pepper', 'eggs']"
6106,"['fresh bread', 'salt', 'tomatoes']"
6107,"['pancakes', 'light mayo']"
6108,"['soup', 'cake', 'pancakes', 'ground beef', 'chocolate', 'cauliflower']"
6109,['hand protein bar']
6110,"['mineral water', 'chocolate', 'green tea', 'chicken']"
6111,"['turkey', 'tomato juice']"
6112,"['soup', 'energy bar', 'spaghetti', 'ground beef', 'zucchini', 'chocolate', 'milk', 'toothpaste', 'cooking oil']"
6113,"['soup', 'honey', 'milk']"
6114,"['green tea', 'turkey']"
6115,"['soup', 'tomatoes', 'extra dark chocolate', 'cooking oil']"
6116,['milk']
6117,['eggs']
6118,"['soup', 'low fat yogurt', 'energy drink', 'ground beef', 'chocolate']"
6119,['herb & pepper']
6120,"['escalope', 'herb & pepper', 'black tea']"
6121,"['eggs', 'chocolate']"
6122,"['french fries', 'cake']"
6123,['cookies']
6124,['mineral water']
6125,"['champagne', 'herb & pepper']"
6126,['ham']
6127,"['flax seed', 'magazines', 'butter', 'green tea', 'chicken']"
6128,"['almonds', 'eggs', 'burgers', 'french fries']"
6129,"['pasta', 'escalope', 'green tea']"
6130,['french fries']
6131,"['soup', 'mineral water', 'whole wheat rice', 'cereals', 'cake', 'melons', 'milk', 'frozen vegetables']"
6132,"['spaghetti', 'mineral water', 'eggs', 'light cream']"
6133,"['red wine', 'toothpaste', 'eggs']"
6134,"['low fat yogurt', 'frozen smoothie', 'eggs', 'pancakes', 'escalope', 'chocolate', 'milk', 'french fries', 'cider', 'chicken']"
6135,"['low fat yogurt', 'magazines', 'green tea', 'milk', 'frozen vegetables']"
6136,"['ham', 'cake', 'ground beef']"
6137,"['chocolate', 'hot dogs', 'french fries']"
6138,"['red wine', 'mineral water', 'magazines', 'milk', 'french fries', 'bug spray', 'green beans']"
6139,"['whole wheat rice', 'french wine', 'ground beef', 'ham']"
6140,['turkey']
6141,"['spaghetti', 'olive oil', 'chocolate', 'carrots']"
6142,['hot dogs']
6143,"['mineral water', 'olive oil']"
6144,['eggs']
6145,"['red wine', 'herb & pepper']"
6146,"['chili', 'shrimp', 'pepper']"
6147,"['soup', 'fresh bread', 'tomato sauce', 'chocolate', 'french fries', 'cookies', 'oil']"
6148,"['soup', 'spaghetti', 'whole wheat rice', 'shrimp', 'tomato juice']"
6149,"['chocolate', 'hot dogs', 'champagne']"
6150,"['spaghetti', 'mineral water', 'salmon', 'magazines', 'mayonnaise', 'butter', 'burgers', 'green tea', 'nonfat milk']"
6151,"['mineral water', 'eggs', 'parmesan cheese', 'tomatoes']"
6152,"['mineral water', 'herb & pepper', 'gluten free bar', 'turkey']"
6153,"['red wine', 'mineral water', 'hot dogs', 'cake', 'frozen smoothie', 'pet food', 'fromage blanc', 'eggs', 'gluten free bar', 'fresh tuna']"
6154,"['chocolate', 'whole wheat rice', 'almonds']"
6155,"['soup', 'mineral water', 'shrimp', 'white wine', 'escalope', 'milk', 'grated cheese']"
6156,"['energy bar', 'grated cheese']"
6157,"['spaghetti', 'flax seed', 'cake', 'shrimp', 'salmon', 'brownies', 'tomatoes']"
6158,['cookies']
6159,"['whole wheat pasta', 'pasta']"
6160,"['flax seed', 'frozen smoothie', 'escalope', 'chocolate', 'cookies']"
6161,['eggs']
6162,"['shrimp', 'tomatoes', 'grated cheese', 'frozen vegetables']"
6163,"['fresh bread', 'mineral water', 'low fat yogurt', 'eggs', 'protein bar']"
6164,"['salmon', 'ground beef']"
6165,"['soup', 'fresh bread', 'mineral water', 'herb & pepper', 'clothes accessories', 'french wine', 'pancakes', 'ground beef', 'chocolate', 'whole weat flour', 'milk', 'chicken']"
6166,"['spaghetti', 'mineral water', 'french wine', 'eggs', 'salmon', 'ground beef', 'milk']"
6167,"['spaghetti', 'mineral water', 'cooking oil', 'frozen vegetables']"
6168,"['spaghetti', 'eggs', 'ground beef', 'milk', 'chicken']"
6169,['strawberries']
6170,"['energy bar', 'mineral water', 'ground beef', 'bug spray']"
6171,"['mineral water', 'eggs', 'white wine', 'parmesan cheese', 'chocolate', 'champagne']"
6172,['cookies']
6173,['mineral water']
6174,"['vegetables mix', 'shrimp', 'ground beef', 'chocolate', 'nonfat milk', 'frozen vegetables']"
6175,['escalope']
6176,['mineral water']
6177,"['spaghetti', 'pepper', 'olive oil', 'butter', 'milk', 'chicken']"
6178,"['soup', 'spaghetti', 'mineral water', 'bacon', 'eggs', 'pancakes', 'whole wheat pasta', 'light cream', 'burgers', 'body spray', 'chicken', 'cooking oil', 'frozen vegetables']"
6179,['spaghetti']
6180,['escalope']
6181,['mineral water']
6182,"['eggplant', 'milk']"
6183,"['low fat yogurt', 'hot dogs', 'cake', 'burgers', 'green tea', 'french fries']"
6184,['yogurt cake']
6185,"['soda', 'white wine']"
6186,['salmon']
6187,"['eggs', 'turkey']"
6188,"['eggs', 'mineral water', 'chocolate']"
6189,"['energy bar', 'whole wheat rice', 'frozen smoothie', 'meatballs', 'turkey', 'ground beef', 'frozen vegetables']"
6190,"['cookies', 'melons', 'grated cheese']"
6191,['green beans']
6192,"['spaghetti', 'whole wheat pasta', 'salmon', 'chocolate', 'milk']"
6193,"['energy bar', 'spaghetti', 'ground beef', 'tomatoes']"
6194,"['almonds', 'eggs', 'burgers', 'chicken', 'light mayo']"
6195,"['mineral water', 'oil', 'toothpaste']"
6196,['grated cheese']
6197,['chocolate']
6198,"['fresh bread', 'salad', 'green tea']"
6199,"['vegetables mix', 'eggs', 'salmon', 'ground beef', 'burgers', 'chocolate']"
6200,"['burgers', 'eggs', 'babies food']"
6201,['escalope']
6202,['chutney']
6203,"['eggs', 'turkey']"
6204,"['cake', 'eggs', 'burgers', 'frozen vegetables']"
6205,"['hot dogs', 'french fries']"
6206,"['low fat yogurt', 'eggs', 'brownies', 'eggplant', 'cookies']"
6207,['frozen vegetables']
6208,"['energy bar', 'almonds', 'cake', 'chocolate', 'green tea']"
6209,"['champagne', 'salt', 'turkey']"
6210,['pickles']
6211,"['spaghetti', 'dessert wine', 'parmesan cheese', 'tomatoes']"
6212,"['mint green tea', 'meatballs']"
6213,"['soup', 'mineral water', 'low fat yogurt', 'honey', 'mushroom cream sauce']"
6214,"['mineral water', 'eggs', 'chocolate', 'rice', 'light mayo']"
6215,"['vegetables mix', 'fresh bread', 'mineral water', 'low fat yogurt', 'brownies', 'milk']"
6216,"['mineral water', 'herb & pepper', 'cake', 'frozen smoothie', 'eggs', 'burgers']"
6217,['brownies']
6218,['shrimp']
6219,['mineral water']
6220,"['grated cheese', 'low fat yogurt']"
6221,"['spaghetti', 'eggs', 'whole wheat pasta', 'milk', 'cider']"
6222,"['chocolate', 'yogurt cake']"
6223,['pancakes']
6224,['frozen smoothie']
6225,['mineral water']
6226,['gluten free bar']
6227,"['chocolate', 'mineral water']"
6228,['tomato juice']
6229,['grated cheese']
6230,"['flax seed', 'honey', 'butter', 'ground beef', 'green tea']"
6231,"['chocolate', 'muffins']"
6232,"['pepper', 'olive oil', 'escalope', 'butter', 'ground beef', 'chocolate', 'green tea', 'milk', 'bug spray']"
6233,"['mineral water', 'pancakes', 'whole weat flour', 'tomatoes', 'french fries']"
6234,"['mineral water', 'corn', 'eggs', 'pancakes', 'ketchup', 'tomatoes']"
6235,['escalope']
6236,"['eggs', 'low fat yogurt']"
6237,"['chocolate', 'mineral water', 'escalope']"
6238,['light mayo']
6239,"['soup', 'energy drink', 'pet food']"
6240,"['soup', 'frozen smoothie', 'honey', 'salmon', 'turkey', 'tomato juice', 'burgers', 'whole weat flour', 'tomatoes', 'milk', 'french fries', 'green beans']"
6241,"['spaghetti', 'french wine', 'eggs', 'pancakes', 'olive oil', 'turkey', 'burgers', 'gums', 'salt', 'green tea', 'frozen vegetables']"
6242,"['fresh bread', 'spaghetti', 'tomato sauce', 'tomato juice']"
6243,"['whole wheat pasta', 'parmesan cheese']"
6244,"['spaghetti', 'mineral water', 'ground beef', 'burgers', 'french fries', 'light mayo']"
6245,"['mushroom cream sauce', 'escalope']"
6246,"['cake', 'green tea', 'milk', 'cider']"
6247,"['cookies', 'mushroom cream sauce']"
6248,"['whole wheat pasta', 'parmesan cheese', 'french fries']"
6249,"['spaghetti', 'parmesan cheese', 'green grapes']"
6250,"['gums', 'shrimp']"
6251,"['cookies', 'mineral water']"
6252,"['eggs', 'whole wheat rice']"
6253,['eggs']
6254,['cookies']
6255,['chocolate']
6256,"['whole wheat rice', 'herb & pepper', 'low fat yogurt', 'mushroom cream sauce', 'ground beef', 'eggplant', 'milk', 'cookies', 'frozen vegetables']"
6257,['french fries']
6258,"['mineral water', 'low fat yogurt', 'eggs', 'burgers', 'green tea']"
6259,"['burgers', 'eggs', 'french fries']"
6260,"['chocolate', 'chicken', 'green tea']"
6261,"['brownies', 'cottage cheese', 'low fat yogurt']"
6262,"['spaghetti', 'meatballs', 'milk']"
6263,"['cookies', 'low fat yogurt']"
6264,"['chocolate', 'french fries', 'escalope']"
6265,['parmesan cheese']
6266,['escalope']
6267,['mint green tea']
6268,"['cereals', 'pancakes', 'whole wheat pasta', 'milk']"
6269,"['yogurt cake', 'shrimp', 'ham', 'carrots']"
6270,"['mineral water', 'herb & pepper']"
6271,"['fresh bread', 'hot dogs', 'escalope', 'milk', 'champagne']"
6272,"['vegetables mix', 'fresh bread', 'yogurt cake', 'hot dogs', 'frozen smoothie', 'soda', 'tomato juice', 'cottage cheese']"
6273,"['carrots', 'frozen smoothie', 'frozen vegetables']"
6274,"['almonds', 'pancakes', 'shrimp', 'chocolate']"
6275,['hot dogs']
6276,"['pancakes', 'french fries']"
6277,"['herb & pepper', 'salmon', 'olive oil', 'ground beef', 'milk', 'chili']"
6278,"['spaghetti', 'soda', 'shrimp', 'tomatoes', 'green tea', 'frozen vegetables']"
6279,"['burgers', 'milk']"
6280,"['mineral water', 'ground beef']"
6281,"['spaghetti', 'low fat yogurt', 'eggs', 'turkey', 'chocolate', 'black tea', 'milk']"
6282,"['soup', 'escalope', 'french fries', 'body spray', 'avocado']"
6283,['soup']
6284,"['barbecue sauce', 'mineral water']"
6285,"['eggs', 'mineral water']"
6286,"['spaghetti', 'pepper', 'mineral water', 'hot dogs', 'frozen smoothie', 'salmon', 'escalope', 'chocolate', 'milk', 'sparkling water']"
6287,"['mineral water', 'pepper', 'escalope', 'ground beef', 'chocolate', 'chili', 'oil']"
6288,"['spaghetti', 'yogurt cake', 'whole wheat rice', 'frozen smoothie', 'tomatoes']"
6289,"['spaghetti', 'mineral water', 'herb & pepper', 'cake', 'eggs', 'chutney', 'tomatoes', 'french fries']"
6290,"['fresh bread', 'red wine', 'pepper', 'low fat yogurt', 'ground beef', 'burgers', 'ham']"
6291,"['eggs', 'muffins']"
6292,"['pancakes', 'muffins']"
6293,"['mineral water', 'chocolate', 'french fries', 'frozen vegetables']"
6294,"['fresh bread', 'yogurt cake', 'eggs', 'eggplant', 'frozen vegetables']"
6295,['sandwich']
6296,"['spaghetti', 'mineral water', 'mint green tea', 'cake', 'pancakes', 'olive oil', 'burgers', 'ham', 'chocolate', 'french fries']"
6297,"['mashed potato', 'french fries', 'frozen vegetables']"
6298,"['cottage cheese', 'low fat yogurt']"
6299,"['eggs', 'mineral water']"
6300,"['hot dogs', 'cake', 'french wine', 'pancakes', 'eggs', 'chicken', 'grated cheese', 'fresh tuna']"
6301,"['whole wheat rice', 'yogurt cake', 'low fat yogurt', 'shrimp', 'turkey', 'ham', 'tomatoes', 'green tea', 'carrots']"
6302,"['pet food', 'eggs']"
6303,"['red wine', 'salmon']"
6304,"['green tea', 'flax seed']"
6305,"['mineral water', 'carrots']"
6306,['escalope']
6307,"['fromage blanc', 'burgers', 'tomatoes', 'fresh tuna']"
6308,"['honey', 'melons', 'green tea']"
6309,"['spaghetti', 'escalope']"
6310,"['mineral water', 'whole wheat pasta', 'olive oil', 'burgers', 'chocolate', 'tomatoes']"
6311,"['soup', 'spaghetti', 'mineral water', 'herb & pepper', 'pancakes', 'ground beef', 'frozen vegetables']"
6312,"['cereals', 'whole wheat pasta', 'butter', 'gums', 'green tea', 'body spray']"
6313,"['mineral water', 'herb & pepper', 'ground beef', 'whole weat flour', 'milk']"
6314,"['soup', 'whole wheat rice', 'french wine', 'turkey', 'milk', 'cookies']"
6315,"['mineral water', 'whole wheat rice', 'pancakes', 'french fries', 'cookies', 'frozen vegetables']"
6316,"['mineral water', 'mayonnaise']"
6317,"['whole wheat rice', 'cake', 'pancakes', 'shrimp', 'green tea', 'champagne']"
6318,"['low fat yogurt', 'butter', 'green tea', 'avocado']"
6319,"['mineral water', 'french fries', 'protein bar']"
6320,"['salad', 'yogurt cake', 'cake']"
6321,"['eggs', 'chutney', 'escalope']"
6322,"['spaghetti', 'mineral water', 'fromage blanc', 'french fries']"
6323,['babies food']
6324,"['spaghetti', 'strong cheese', 'chocolate', 'milk']"
6325,"['eggs', 'pickles']"
6326,"['vegetables mix', 'spaghetti', 'eggs', 'mushroom cream sauce', 'escalope', 'chocolate']"
6327,['frozen smoothie']
6328,"['spaghetti', 'whole wheat pasta', 'milk']"
6329,"['fresh bread', 'spaghetti', 'mineral water', 'eggs', 'salmon', 'olive oil', 'chocolate', 'milk', 'cooking oil']"
6330,['blueberries']
6331,['yogurt cake']
6332,"['chocolate', 'french fries', 'escalope']"
6333,"['hot dogs', 'burgers', 'milk', 'cooking oil']"
6334,"['mineral water', 'yogurt cake']"
6335,"['energy drink', 'energy bar']"
6336,"['spaghetti', 'hot dogs', 'low fat yogurt', 'frozen smoothie', 'ham', 'milk', 'muffins']"
6337,"['yogurt cake', 'hot dogs']"
6338,"['vegetables mix', 'herb & pepper', 'eggs', 'pickles', 'french fries']"
6339,"['pasta', 'escalope']"
6340,"['cake', 'shrimp', 'melons', 'frozen vegetables']"
6341,"['shallot', 'french fries', 'champagne', 'muffins']"
6342,"['whole wheat rice', 'hot dogs', 'fromage blanc', 'ketchup', 'ground beef', 'brownies', 'milk', 'light mayo', 'chicken', 'frozen vegetables']"
6343,['cooking oil']
6344,['french fries']
6345,"['burgers', 'whole wheat rice']"
6346,['energy bar']
6347,['olive oil']
6348,['frozen vegetables']
6349,"['low fat yogurt', 'tomato sauce', 'olive oil', 'strawberries', 'gums']"
6350,['mineral water']
6351,"['champagne', 'milk', 'escalope']"
6352,"['red wine', 'spaghetti', 'low fat yogurt', 'tomato sauce', 'escalope', 'ground beef', 'chocolate']"
6353,"['eggs', 'tomatoes']"
6354,['spinach']
6355,['mineral water']
6356,"['mineral water', 'whole wheat rice', 'frozen smoothie']"
6357,"['burgers', 'eggs']"
6358,['salad']
6359,"['mineral water', 'herb & pepper', 'black tea', 'milk']"
6360,"['mineral water', 'hot dogs', 'eggs', 'gluten free bar', 'burgers', 'brownies', 'cottage cheese', 'french fries', 'light mayo']"
6361,"['energy bar', 'whole wheat rice', 'hot dogs', 'shampoo', 'burgers', 'french fries', 'bug spray', 'sparkling water']"
6362,"['green grapes', 'frozen vegetables']"
6363,"['green tea', 'turkey']"
6364,"['herb & pepper', 'pancakes', 'ground beef', 'french fries', 'burger sauce']"
6365,"['soup', 'cereals', 'rice', 'muffins']"
6366,"['cookies', 'chocolate', 'light mayo']"
6367,"['low fat yogurt', 'milk']"
6368,"['spaghetti', 'frozen smoothie', 'ground beef', 'chocolate', 'carrots']"
6369,"['vegetables mix', 'energy bar', 'fresh bread', 'pancakes', 'tomatoes', 'cottage cheese']"
6370,"['chocolate', 'mineral water']"
6371,"['mineral water', 'cereals', 'french wine', 'fresh tuna']"
6372,['yogurt cake']
6373,"['fresh bread', 'honey', 'tomato juice', 'protein bar']"
6374,"['eggs', 'eggplant', 'cooking oil']"
6375,"['asparagus', 'white wine', 'burgers', 'milk', 'champagne', 'chicken', 'fresh tuna']"
6376,"['green tea', 'frozen smoothie']"
6377,"['mineral water', 'turkey']"
6378,"['energy bar', 'whole wheat rice', 'cake', 'burgers']"
6379,"['mineral water', 'eggs', 'pancakes', 'chocolate', 'milk']"
6380,"['avocado', 'energy bar']"
6381,"['spaghetti', 'mineral water', 'meatballs', 'salt', 'tomatoes']"
6382,"['spaghetti', 'burgers', 'chocolate', 'green tea', 'milk', 'carrots', 'pasta']"
6383,"['fresh bread', 'mineral water', 'escalope', 'chocolate', 'brownies', 'extra dark chocolate', 'cooking oil']"
6384,"['yogurt cake', 'hot dogs']"
6385,"['burgers', 'eggs', 'escalope']"
6386,['escalope']
6387,['whole weat flour']
6388,['tomatoes']
6389,"['chocolate', 'green tea', 'champagne', 'grated cheese']"
6390,"['energy bar', 'cake', 'frozen smoothie', 'escalope', 'chocolate']"
6391,['mineral water']
6392,"['soup', 'pancakes', 'strawberries', 'ground beef', 'chocolate', 'tomatoes', 'frozen vegetables']"
6393,"['honey', 'chicken', 'turkey']"
6394,['whole weat flour']
6395,"['chili', 'babies food']"
6396,['french fries']
6397,"['energy bar', 'milk', 'ground beef']"
6398,['mineral water']
6399,"['fresh bread', 'hot dogs', 'cereals', 'shrimp', 'green tea']"
6400,"['soup', 'mineral water', 'green tea', 'chicken']"
6401,"['energy drink', 'french fries']"
6402,"['frozen smoothie', 'burgers', 'green tea', 'milk']"
6403,['olive oil']
6404,"['hot dogs', 'turkey', 'green tea', 'avocado', 'grated cheese', 'carrots', 'frozen vegetables']"
6405,"['spaghetti', 'whole wheat rice', 'corn', 'champagne']"
6406,['escalope']
6407,"['soup', 'french wine', 'strong cheese', 'ground beef', 'tomatoes']"
6408,"['mineral water', 'yogurt cake', 'pancakes', 'shrimp', 'green tea']"
6409,['olive oil']
6410,"['low fat yogurt', 'olive oil']"
6411,"['spaghetti', 'almonds', 'fromage blanc', 'strong cheese', 'meatballs', 'butter', 'green beans', 'chicken']"
6412,"['mineral water', 'whole wheat rice', 'chicken', 'frozen vegetables']"
6413,"['hot dogs', 'honey', 'eggs', 'frozen vegetables', 'light mayo']"
6414,['energy drink']
6415,"['whole wheat rice', 'ham', 'melons', 'green tea']"
6416,"['hot dogs', 'shallot', 'green tea', 'french fries', 'cookies']"
6417,"['energy drink', 'milk']"
6418,"['whole wheat rice', 'pepper', 'yams', 'turkey', 'eggplant', 'green tea', 'chicken']"
6419,"['cereals', 'low fat yogurt', 'cake', 'pancakes', 'gums', 'tomatoes', 'fresh tuna']"
6420,['cookies']
6421,"['butter', 'burgers', 'chocolate', 'cookies', 'carrots']"
6422,"['soup', 'turkey', 'green tea', 'grated cheese']"
6423,['babies food']
6424,['vegetables mix']
6425,"['mineral water', 'hot dogs', 'cake', 'energy drink', 'gums', 'french fries', 'chicken']"
6426,['butter']
6427,['champagne']
6428,['frozen smoothie']
6429,"['spaghetti', 'mineral water', 'low fat yogurt', 'ground beef', 'cottage cheese', 'milk']"
6430,"['mineral water', 'salmon', 'turkey']"
6431,"['whole wheat rice', 'parmesan cheese']"
6432,"['chicken', 'magazines', 'parmesan cheese']"
6433,['escalope']
6434,"['fresh bread', 'eggs', 'green tea']"
6435,"['eggs', 'chocolate']"
6436,"['soup', 'low fat yogurt', 'milk']"
6437,"['whole wheat rice', 'low fat yogurt', 'frozen smoothie', 'shrimp', 'tomato juice', 'burgers', 'chocolate', 'milk', 'cooking oil']"
6438,"['vegetables mix', 'salmon', 'shrimp', 'turkey', 'tomato juice', 'burgers', 'brownies', 'green tea', 'burger sauce', 'oil']"
6439,"['mineral water', 'eggs', 'pancakes', 'dessert wine', 'champagne']"
6440,['cookies']
6441,"['black tea', 'light mayo', 'green tea']"
6442,"['herb & pepper', 'pancakes', 'whole wheat pasta', 'grated cheese', 'oil']"
6443,['frozen vegetables']
6444,"['vegetables mix', 'eggs', 'parmesan cheese', 'barbecue sauce', 'tomatoes', 'cookies']"
6445,"['energy drink', 'eggs', 'shrimp', 'french fries', 'frozen vegetables']"
6446,"['red wine', 'spaghetti', 'mineral water', 'eggs', 'ham', 'light mayo']"
6447,['green tea']
6448,"['red wine', 'mineral water', 'almonds', 'green tea', 'rice']"
6449,"['toothpaste', 'cooking oil', 'ground beef']"
6450,"['mineral water', 'herb & pepper', 'flax seed', 'ground beef']"
